title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Regional financial markets,Dilip K. Ghosh,finance,First published in 2004,/works/OL23864042W?edition=ia%3Aregionalfinancia0000unse_u5u0,/authors/OL7118929A/Dilip_K._Ghosh,//covers.openlibrary.org/b/olid/OL22593107M-M.jpg,Publish Date 2004|Publisher  Praeger|Language English|Pages 318,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Futures and Options Markets,Colin A. Carter,finance,First published in 2002,/works/OL7961401W,/authors/OL2655660A/Colin_A._Carter,//covers.openlibrary.org/b/olid/OL7342842M-M.jpg,"Publish Date November 5, 2002|Publisher  Prentice Hall|Language English|Pages 323",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Firms' investment and finance decisions,Catherine Fuss,finance,First published in 2003,/works/OL18250453W?edition=ia%3Afirmsinvestmentf0000unse,/authors/OL10443855A/Catherine_Fuss,//covers.openlibrary.org/b/olid/OL3686037M-M.jpg,"Publish Date 2003|Publisher  Edward Elgar Pub.,              Edward Elgar Pub,              Edward Elgar|Language English|Pages 334",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Governmental plans answer book,Carol V. Calhoun,finance,First published in 2006,/works/OL8407189W,/authors/OL2803713A/Carol_V._Calhoun,/images/icons/avatar_book-sm.png,Publish Date 2007|Publisher  Aspen Publishers/Wolters Kluwer Law & Business|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Export credit agencies, trade finance, and South East Asia",Malcolm Stephens,finance,First published in 1998,/works/OL9208979W,/authors/OL3272589A/Malcolm_Stephens,/images/icons/avatar_book-sm.png,"Publish Date 1998|Publisher  International Monetary Fund, Policy Development and Review Department|Language English|Pages 53",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Inflation targeting as a framework for monetary policy,Guy Debelle,finance,First published in 1998,/works/OL1027890W,/authors/OL98604A/Guy_Debelle,//covers.openlibrary.org/b/olid/OL20000303M-M.jpg,Publish Date 1998|Publisher  International Monetary Fund|Language English|Pages 17,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Pension finance,David Blake,finance,First published in 2006,/works/OL12165599W?edition=ia%3Apensionfinance00blak,/authors/OL5284043A/David_Blake,//covers.openlibrary.org/b/olid/OL24274719M-M.jpg,"Publish Date 2006|Publisher  John Wiley & Sons, Ltd.|Language English","This book provides a secure grounding in the theory and practice of finance insofar as it deals with pension matters. By using it, the reader will understand the various types of investment assets;    the allocation of personal wealth to different asset classes   corporate pension finance   the financial aspects of defined contribution pension plans during both the accumulation and distribution phases   the financial aspects of defined benefit pension plans   the role of pension funds and pension fund management   pension fund performance measurement and attribution   risk management in pension funds   Read more Read less",0 Want to read|0 Currently reading|0 Have read
The economics of education,"Vaizey, John",finance,First published in 1962,/works/OL124875W,/authors/OL1243319A/Vaizey_John,/images/icons/avatar_book-sm.png,Publish Date 1973|Publisher  Macmillan|Language English|Pages 64,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
The ECB's inflation objective,Mads Kieler,finance,First published in 2003,/works/OL13392339W,/authors/OL6282390A/Mads_Kieler,/images/icons/avatar_book-sm.png,"Publish Date 2003|Publisher  International Monetary Fund, European I Department|Language English|Pages 49",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
The euro's challenge to the dollar,Ewe-Ghee Lim,finance,First published in 2006,/works/OL12704075W,/authors/OL5684029A/Ewe-Ghee_Lim,/images/icons/avatar_book-sm.png,"Publish Date 2006|Publisher  International Monetary Fund, Statistics Dept.|Language English|Pages 38","This paper examines opposing views on the euro's challenge to the dollar as an international currency. One view emphasizes Europe's large economy and diversification effects as undergirding a vigorous challenge. The other emphasizes ""network externalities,"" particularly undergirding continued dollar dominance. The data to date support the second view but also show the euro has significantly overtaken the legacy currencies as a reserve currency. Generally, large economic size alone is insufficient to challenge the network externalities supporting vehicle currencies, but scope exists for the euro to advance as an international store of value. The paper discusses the euro's medium-term prospects.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Does financial globalization induce better macroeconomic policies?,Irina Tytell,finance,First published in 2004,/works/OL12701525W,/authors/OL5682101A/Irina_Tytell,/images/icons/avatar_book-sm.png,"Publish Date 2004|Publisher  International Monetary Fund, IMF Institute and Research Dept.|Language English|Pages 40",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Wealth, public debt, and taxation: 1922",United States. Bureau of the Census,finance,First published in 1924,/works/OL1369767W,/authors/OL140127A/United_States._Bureau_of_the_Census,/images/icons/avatar_book-sm.png,Publish Date 1924|Publisher  Govt. print. off.|Language English|Pages 183,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Corporate performance and governance in Malaysia,Yougesh Khatri,finance,First published in 2002,/works/OL13010863W,/authors/OL5922975A/Yougesh_Khatri,/images/icons/avatar_book-sm.png,"Publish Date 2002|Publisher  International Monetary Fund, Asia and Pacific Department|Language English|Pages 24",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Fiscal policy and business cycles in an oil-producing economy,Alfredo Baldini,finance,First published in 2005,/works/OL13378385W,/authors/OL6269840A/Alfredo_Baldini,/images/icons/avatar_book-sm.png,"Publish Date 2005|Publisher  International Monetary Fund, Fiscal Affairs Dept.|Language English|Pages 42",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Explicit and implicit targets in open economies,Silvia Sgherri,finance,First published in 2005,/works/OL11840336W,/authors/OL5058283A/Silvia_Sgherri,/images/icons/avatar_book-sm.png,"Publish Date 2005|Publisher  International Monetary Fund, European Dept.|Language English|Pages 26","Under a flexible inflation targeting regime, should policymakers avoid any reaction to movements in the foreign exchange market? Using data for six advanced open economies explicitly targeting inflation, the paper examines empirically whether real exchange rate disequilibria systematically affect the conduct of monetary policy. Estimates indicate that monetary policy responses in inflation-targeting, open economies have changed significantly, as the institutional framework for the conduct of monetary policy has evolved. In particular, an explicit target for core inflation and a greater use of the expectation channel of monetary policy appear to be key features of the newest policy framework. In this context, central banks are unlikely to react to regular fluctuations in the exchange rate.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Lehrbuch der politischen Oekonomie,Karl Heinrich Rau,finance,First published in 1862,/works/OL117502W?edition=ia%3Alehrbuchderpolit01raukuoft,/authors/OL1220966A/Karl_Heinrich_Rau,//covers.openlibrary.org/b/olid/OL23310631M-M.jpg,Publish Date 1862|Publisher  Winter|Language German,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Credit repair kit for dummies,Steve Bucci,finance,First published in 2005,/works/OL12374137W?edition=ia%3Acreditrepairkitf00bucc_0,/authors/OL5440273A/Steve_Bucci,//covers.openlibrary.org/b/olid/OL23099072M-M.jpg,Publish Date 2008|Publisher  Wiley Pub.|Language English|Pages 362,"Now, you can finally end the cycle of bad credit and get back on your feet by following the step-by-step advice and tools in Credit Repair Kit For Dummies, 2nd Edition. You'll find out everything you need to know about creating a solid plan to get your credit back on track. You'll discover how to find your credit report, review all of the information in it, and learn how you can repair and spruce it up. You'll learn how to communicate with creditors and how to budget so that you can pay your bills in full and on time. You'll learn how to apply these credit strategies to all life situations, from building credit with your life partner to financially surviving a divorce, unemployment, and student loans. You will find out how to safe-guard your identity so that other people don't damage your credit. Find out how to:     Take charge of your credit  Get help from credit counselors  Request copies of your credit report  Know how to interpret your credit report and credit score  Avoid foreclosure  Communicate with collectors, lawyers, and the courts  Manage medical debt  Safe-guard your identity     Complete with lists of ten tips to avoid identity theft and reduce damages, ten ways you can prevent foreclosure, ten methods for establishing and improving credit, and ten strategies for handling financial emergencies, Credit Repair Kit For Dummies, 2nd Edition is your one-stop guide to improving and maintaining your credit score and protecting your identity.   Note: CD-ROM/DVD and other supplementary materials are not included as part of eBook file.  Note: CD-ROM/DVD and other supplementary materials are not included.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Proposal for an alteration in the law of church rates,Reid Newsome,finance,First published in 1851,/works/OL12396361W,/authors/OL5456237A/Reid_Newsome,/images/icons/avatar_book-sm.png,Publish Date 1851|Publisher  [publisher not identified]|Language English|Pages 11,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Riches and poverty,"Money, Leo George Chiozza Sir",finance,First published in 1906,/works/OL1111345W?edition=ia%3Arichespoverty00moneiala,/authors/OL114255A/Money_Leo_George_Chiozza_Sir,//covers.openlibrary.org/b/olid/OL7164978M-M.jpg,Publish Date 1906|Publisher  Methuen,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
International Financial History in the Twentieth Century,Marc Flandreau,finance,First published in 2003,/works/OL15169440W,/authors/OL318781A/Marc_Flandreau,//covers.openlibrary.org/b/olid/OL24301124M-M.jpg,Publish Date 2010|Publisher  Cambridge University Press|Language English|Pages 292,"International Financial History in the Twentieth Century examines the history of the international financial system in terms of the current debate about globalization and its limits. In the nineteenth century, international markets existed without international institutions. A response to the problems of capital flows came in the form of attempts to regulate national capital markets (for instance through the establishment of central banks). In the interwar years, there were (largely unsuccessful) attempts at designing a genuine international trade and monetary system; and at the same time (coincidentally) the system collapsed. In the post-1945 era, the intended design effort was infinitely more successful. The development of large international capital markets since the 1960s, however, increasingly frustrated attempts at international control. The emphasis has shifted in consequence to debates about increasing the transparency and effectiveness of markets; but these are exactly the issues that already dominated the nineteenth century discussions.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Financial management,Gloria L. Jarmon,finance,First published in 2000,/works/OL11604436W,/authors/OL4898171A/Gloria_L._Jarmon,/images/icons/avatar_book-sm.png,Publish Date 2000|Publisher  The Office|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Budget support versus project aid,Tito Cordella,finance,First published in 2003,/works/OL3183346W,/authors/OL510697A/Tito_Cordella,/images/icons/avatar_book-sm.png,"Publish Date 2003|Publisher  International Monetary Fund, Research Department|Language English|Pages 31",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Banca e industria in Italia, 1894-1906",Antonio Confalonieri,finance,First published in 1974,/works/OL3119982W,/authors/OL491837A/Antonio_Confalonieri,/images/icons/avatar_book-sm.png,Publish Date 1974|Publisher  Banca commerciale italiana|Language Italian,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Complete Book of Tax Deductions,Robert S. Holzman,finance,First published in 1984,/works/OL273151W?edition=ia%3Acompletebookofta0000holz,/authors/OL2628901A/Robert_S._Holzman,//covers.openlibrary.org/b/olid/OL9948939M-M.jpg,Publish Date February 1984|Publisher  HarperCollins Publishers|Language English|Pages 288,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Preparation Processes of Nonfinancial KPIs for Management Reports,Matthias Nienaber,finance,First published in 2019,/works/OL25756858W,/authors/OL9738348A/Matthias_Nienaber,/images/icons/avatar_book-sm.png,"Publish Date 2019|Publisher  Lang GmbH, Internationaler Verlag der Wissenschaften, Peter|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Die Zivilrechtliche Verantwortlichkeit Von Ratingagenturen Nach Deutschem, Europaeischem und US-Amerikanischem Recht",André Dumont du Voitel,finance,First published in 2018,/works/OL25744667W,/authors/OL9732017A/André_Dumont_du_Voitel,/images/icons/avatar_book-sm.png,"Publish Date 2018|Publisher  Lang GmbH, Internationaler Verlag der Wissenschaften, Peter|Language German",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Two letters addressed to the Hon J. Quincy Adams,"Biddle, Nicholas",finance,First published in 1837,/works/OL2544107W,/authors/OL360600A/Biddle_Nicholas,/images/icons/avatar_book-sm.png,Publish Date 1970|Publisher  P. Richardson|Language English|Pages 20,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
End of Wall Street As We Know It,Dave Kansas,finance,First published in 2008,/works/OL27425753W,/authors/OL1426486A/Dave_Kansas,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  HarperCollins Publishers|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Strengthening the international monetary system: exchange rates, surveillance and objective indicators",Andrew Crockett,finance,First published in 1987,/works/OL2632912W?edition=ia%3Astrengtheningint0000croc,/authors/OL383623A/Andrew_Crockett,//covers.openlibrary.org/b/olid/OL17202598M-M.jpg,Publish Date 1987|Publisher  International Monetary Fund|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Public Debt Management,Rudiger Dornbusch,finance,First published in 1990,/works/OL25644916W,/authors/OL395225A/Rudiger_Dornbusch,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Cambridge University Press|Language English|Pages 376,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Characteristics of students who borrow to finance their postsecondary education,Susan P. Choy,finance,First published in 1994,/works/OL716326W,/authors/OL57364A/Susan_P._Choy,/images/icons/avatar_book-sm.png,"Publish Date 1994|Publisher  U.S. Dept. of Education, Office of Educational Research and Improvement,              For sale by the U.S. G.P.O., Supt. of Docs.|Language English|Pages 101",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Medical education and the state,Ronald V. Christie,finance,First published in 1969,/works/OL6985111W?edition=ia%3Amedicaleducation0000chri,/authors/OL1948711A/Ronald_V._Christie,//covers.openlibrary.org/b/olid/OL5014720M-M.jpg,"Publish Date 1976|Publisher  Dept. of Health, Education, and Welfare, Public Health Service, National Institutes of Health],              for sale by the Supt. of Docs., U.S. Govt. Print. Off.|Language English|Pages 142",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The United Kingdom and the world monetary system,Brinley Davies,finance,First published in 1975,/works/OL6421453W?edition=ia%3Aunitedkingdomwor0000davi,/authors/OL1697331A/Brinley_Davies,//covers.openlibrary.org/b/olid/OL5251010M-M.jpg,Publish Date 1975|Publisher  Heinemann Educational|Language English|Pages 126,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Reform of the IMF and World Bank,United States,finance,First published in 2000,/works/OL76040W,/authors/OL18485A/United_States,/images/icons/avatar_book-sm.png,"Publish Date 2002|Publisher  For sale by the Supt. of Docs., U.S. G.P.O., [Congressional Sales Office]|Language English|Pages 27",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The PEP survey on inflation,W. W. Daniel,finance,First published in 1975,/works/OL5032353W?edition=ia%3Apepsurveyoninfla0041unse,/authors/OL1095425A/W._W._Daniel,//covers.openlibrary.org/b/olid/OL4926319M-M.jpg,Publish Date 1975|Publisher  PEP|Language English|Pages 60,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Inflation targeting and exchange rate rules in an open economy,Eric Parrado,finance,First published in 2004,/works/OL5891873W,/authors/OL1453133A/Eric_Parrado,/images/icons/avatar_book-sm.png,"Publish Date 2004|Publisher  International Monetary Fund, Monetary and Financial Systems Dept.|Language English|Pages 36",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Defense programs,United States. Defense Production Admini...,finance,First published in 1951,/works/OL33260690W,/authors/OL4889917A/United_States._Defense_Production_Administration,/images/icons/avatar_book-sm.png,Publish Date 1952|Publisher  Defense Production Adminstration|Language English|Pages 18,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Pricing communication networks,Costas Courcoubetis,finance,First published in 2002,/works/OL8208573W?edition=ia%3Apricingcommunica00cour,/authors/OL2732135A/Costas_Courcoubetis,//covers.openlibrary.org/b/olid/OL22542290M-M.jpg,Publish Date 2002|Publisher  Wiley|Language English|Pages 357,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Financial Derivatives,David Winstone,finance,First published in 1995,/works/OL8088059W?edition=ia%3Afinancialderivat0000wins,/authors/OL2692855A/David_Winstone,//covers.openlibrary.org/b/olid/OL7479020M-M.jpg,Publish Date August 1995|Publisher  Kluwer Academic Publishers|Language English|Pages 304,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Stewardship in African-American Churches,Melvin Amerson,finance,First published in 2006,/works/OL8588468W,/authors/OL2884839A/Melvin_Amerson,//covers.openlibrary.org/b/olid/OL8175141M-M.jpg,"Publish Date February 28, 2006|Publisher  Upper Room Books|Language English|Pages 128",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Seasonal stock market trends: the definitive guide to calendar based stock market trading,Jay Kaeppel,finance,First published in 2008,/works/OL8226880W?edition=ia%3Aseasonalstockmar00kaep,/authors/OL2737254A/Jay_Kaeppel,//covers.openlibrary.org/b/olid/OL17101658M-M.jpg,Publish Date 2009|Publisher  John Wiley & Sons|Language English,"There is a seasonal bias to the stock market, and by paying attention to the seasonal market tendencies you can gain an edge in the stock market over the long haul. Seasonality offers a practical approach to investing and trading. What better way to learn how to employ seasonal systems than learning from Jay Kaeppel, a master in the analysis of seasonal trends? Kaeppel walks you through this phenomenon that continues to work consistently, providing you with his ultimate seasonal index to make the calendar work for you. Stock Market Seasonals provides a never-before-seen definitive guide that illustrates how to utilize a combination of four basic seasonal tendencies in order to maximize returns.   Read more Read less",3 Want to read|0 Currently reading|0 Have read
Budget papers,Canada. Dept. of Finance.,finance,First published in 1989,/works/OL842658W,/authors/OL72516A/Canada._Dept._of_Finance.,/images/icons/avatar_book-sm.png,"Publish Date 1989|Publisher  Dept. of Finance, Canada|Language English|Pages 118",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
General price-level accounting,Alan D. Stickler,finance,First published in 1975,/works/OL5046748W,/authors/OL1101057A/Alan_D._Stickler,/images/icons/avatar_book-sm.png,Publish Date 1975|Publisher  The Canadian Institute of Chartered Accountants|Language English|Pages 206,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Banking and currency in Hong Kong,Y. C. Jao,finance,First published in 1974,/works/OL3769602W?edition=ia%3Abankingcurrencyi0000jaoy,/authors/OL664400A/Y._C._Jao,//covers.openlibrary.org/b/olid/OL5249266M-M.jpg,Publish Date 1974|Publisher  Macmillan|Language English|Pages 351,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
International economic co-operation and the World Bank,"Oliver, Robert W.",finance,First published in 1975,/works/OL3466252W?edition=ia%3Ainternationaleco0000oliv,/authors/OL577715A/Oliver_Robert_W.,//covers.openlibrary.org/b/olid/OL5255474M-M.jpg,Publish Date 1975|Publisher  Macmillan|Language English|Pages 421,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Fundraising in times of crisis,Kim Klein,finance,First published in 2003,/works/OL3538179W?edition=ia%3Afundraisingintim0000klei,/authors/OL593896A/Kim_Klein,//covers.openlibrary.org/b/olid/OL23036889M-M.jpg,Publish Date 2004|Publisher  Jossey-Bass|Language English|Pages 175,"In today's uncertain environment, where nonprofits find themselves grappling with the continued dowturn in the economy, the ongoing war on terrorism, government's cutbacks in social services, and a wave of organizational scandals--groups everywhere are straining to keep up with the increased demand for their services while struggling to generate funding.   Fundraising in Times of Crisis draws on renowned consultant Kim Klein's more than twenty-five years of fundraising experience. This much-needed resource shows troubled groups how to identify what is really going on and how to assess the damage. Fundraising in Times of Crisis helps executive directors and development professionals of nonprofit organizations plan for both the short and long term and explains how to evaluate the success of their efforts. Checklists, tips, action steps and a wealth of examples walk you through the process of self-assessment and map out a road to recovery. No matter what your particular crisis--the sudden loss of an executive director, a public scandal, a major donor attrition, or a daunting increase in the demand for services--this book will show you how to survive and thrive in tough times.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
The bankers of London,Percy Arnold,finance,First published in 1938,/works/OL3606734W,/authors/OL611916A/Percy_Arnold,/images/icons/avatar_book-sm.png,Publish Date 1938|Publisher  The Hogarth press|Language English|Pages 108,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Highway trust fund taxes--1986: hearing before the Committee on Finance, United States Senate, Ninety-ninth Congress, second session, September 18, 1986.",United States. Congress. Senate. Committ...,finance,First published in 1987,/works/OL591956W,/authors/OL4522330A/United_States._Congress._Senate._Committee_on_Finance,/images/icons/avatar_book-sm.png,"Publish Date 1987|Publisher  U.S. G.P.O.,              For sale by the Supt. of Docs., Congressional Sales Office, U.S. G.P.O.|Language English|Pages 43",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Take Your Money and Run!,Alex Doulis,finance,First published in 1998,/works/OL5971560W?edition=ia%3Aisbn_9780969843207,/authors/OL1483350A/Alex_Doulis,//covers.openlibrary.org/b/olid/OL21578746M-M.jpg,Pages 186,"Keep Canadian citizenship, don’t keep Canadian residency and escape the Canadian tax system: avoidance not evasion. A Legal method.   Read more Read less",1 Want to read|0 Currently reading|1 Have read
Money and Capital Markets in Postbellum America,John A. James,finance,First published in 2015,/works/OL21105323W,/authors/OL8077434A/John_A._James,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Princeton University Press|Language English|Pages 310,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
AARP the Pledge,Michael Masterson,finance,First published in 2011,/works/OL21471857W,/authors/OL1432281A/Michael_Masterson,/images/icons/avatar_book-sm.png,"Publish Date 2011|Publisher  Wiley & Sons, Incorporated, John|Language English|Pages 214",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Die Auspraegung des Glaeubigerschutzes in der Geschichtlichen Entwicklung des Aktienrechts,Maike Sauter,finance,First published in 2017,/works/OL21612924W,/authors/OL8266578A/Maike_Sauter,/images/icons/avatar_book-sm.png,"Publish Date 2017|Publisher  Lang GmbH, Internationaler Verlag der Wissenschaften, Peter|Language German|Pages 210",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Principles of Green Banking,Suborna Barua,finance,First published in 2020,/works/OL21649734W,/authors/OL8280930A/Suborna_Barua,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  de Gruyter GmbH, Walter|Language English|Pages 162",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Straightforward Guide to Personal Pensions and the Pensions Industry,Patrick Grant,finance,First published in 2013,/works/OL21501748W?edition=ia%3Astraightforwardg0000gran_v4z0,/authors/OL4609282A/Patrick_Grant,//covers.openlibrary.org/b/olid/OL29148095M-M.jpg,Publish Date 2013|Publisher  Straightforward Publishing|Language English|Pages 128,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Privatization Performance in Turkey,Esra Kabaklarli,finance,First published in 2016,/works/OL21602342W,/authors/OL8262549A/Esra_Kabaklarli,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Lang GmbH, Internationaler Verlag der Wissenschaften, Peter|Language English|Pages 120",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Capital Markets Union and Beyond,Franklin Allen,finance,First published in 2019,/works/OL21207781W,/authors/OL4465794A/Franklin_Allen,/images/icons/avatar_book-sm.png,Publish Date 2019|Publisher  MIT Press|Language English|Pages 392,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Fraud Risk in Governmental and Not-For-Profit Organizations,Lynda Dennis,finance,First published in 2018,/works/OL21161369W,/authors/OL8105486A/Lynda_Dennis,/images/icons/avatar_book-sm.png,"Publish Date 2018|Publisher  Wiley & Sons, Incorporated, John|Language English|Pages 144",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Financial Markets and the Banking Sector,Elisabeth Paulet,finance,First published in 2009,/works/OL21292190W,/authors/OL8095458A/Elisabeth_Paulet,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Taylor & Francis Group|Language English|Pages 256,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Democracy and Diversity in Financial Market Regulation,Nicholas Dorn,finance,First published in 2014,/works/OL21292300W,/authors/OL736611A/Nicholas_Dorn,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Taylor & Francis Group|Language English|Pages 182,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Mobs, Messiahs, and Markets",Lila Rajiva,finance,First published in 2007,/works/OL21425287W,/authors/OL1429780A/Lila_Rajiva,/images/icons/avatar_book-sm.png,"Publish Date 2010|Publisher  Wiley & Sons, Incorporated, John|Language English|Pages 434",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Padre Rico, Padre Pobre",Robert T. Kiyosaki,finance,First published in 2003,/works/OL2010885W?edition=ia%3Apadrericopadrepo00kiyo,/authors/OL242220A/Robert_T._Kiyosaki,//covers.openlibrary.org/b/olid/OL13156139M-M.jpg,,This edition doesn't have a description yet. Can you add one?,367 Want to read|26 Currently reading|12 Have read
Managing the Sustainable City,Genie N. L. Stowers,finance,First published in 2017,/works/OL21309779W,/authors/OL2777565A/Genie_N._L._Stowers,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Taylor & Francis Group|Language English|Pages 300,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Decentralized Governance and Accountability,Jonathan A. Rodden,finance,First published in 1900,/works/OL20520702W,/authors/OL7836696A/Jonathan_A._Rodden,//covers.openlibrary.org/b/olid/OL27759531M-M.jpg,"Publish Date Mar 28, 2019|Publisher  Cambridge University Press|Pages 310",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The money-lender unmasked,Thomas Farrow,finance,First published in 1895,/works/OL204588W?edition=ia%3Amoneylenderunmas00farruoft,/authors/OL2408334A/Thomas_Farrow,//covers.openlibrary.org/b/olid/OL7083102M-M.jpg,Publish Date 1895|Publisher  Roxburghe Press,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Bretton Woods-GATT System,Orin Kirshner,finance,First published in 2015,/works/OL25190449W,/authors/OL7309361A/Orin_Kirshner,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Taylor & Francis Group|Language English|Pages 400,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Aid and Other Dirty Business,Giles Bolton,finance,First published in 1998,/works/OL15184268W?edition=ia%3Aaidotherdirtybus0000bolt,/authors/OL3816134A/Giles_Bolton,//covers.openlibrary.org/b/olid/OL28435174M-M.jpg,Publish Date 2008|Publisher  Penguin Random House|Language English|Pages 352,"A startling insight into how the West is failing Africa and what we can do about it - by an aid industry insider.Do you know why Africa is so poor? What really happens to your aid money? Why trade rules fail African countries and yet cost you too? We've heard it all before: the corrupt leaders, heartless global corporations, the wicked World Bank.But the answers are much closer to home... and so are the solutionsWhen Giles Bolton began working in the world of aid and development, he travelled to Africa convinced that he could solve problems, save villages and sing songs with the locals under a shimmering sunset. The reality proved rather less romantic, and far more shocking... Aid and Other Dirty Business is a radical, brilliantly readable and totally original approach to an unending problem. It may change your life, but, more important, it will help you change the lives of others.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
No Expenses Spared,Robert Winnett,finance,First published in 2009,/works/OL17405859W?edition=ia%3Anoexpensesspared0000winn,/authors/OL7304724A/Robert_Winnett,//covers.openlibrary.org/b/olid/OL25987197M-M.jpg,Publish Date 2009|Publisher  Bantam,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
