title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Monsters & legends,Davide Calì,juvenile_literature,First published in 2013,/works/OL19707475W,/authors/OL3086213A/Davide_Calì,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Flying Eye Books|Language English|Pages 56,"""This illustrated book goes a long way to explaining the fact and fiction behind our favorite monsters and legends.  Our ancestors believed in Mermaids, Unicorns and the Cyclops, not because they were mad but simply because they didn't know any better.  What if the terrible Kraken, so feared by sailors, was none other than a giant squid?  Imagine if Bigfoot was just a lost gorilla.  Could it be that Werewolves were only very hairy humans?""--Back cover.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
The human body,Jon Richards,juvenile_literature,First published in 2013,/works/OL19707355W?edition=ia%3Ahumanbody0000rich,/authors/OL25837A/Jon_Richards,//covers.openlibrary.org/b/olid/OL26920522M-M.jpg,Publish Date 2013|Publisher  Owlkids|Language English|Pages 32,"""Discover what goes into every drop of your blood, compare your lungs to the surface area of a tennis court, find out how many pencils the carbon in your body would fill, and more!  From bones to muscles and the heart to the brain, The Human Body explores human anatomy using a wide variety of icons, graphics, and pictograms, creating a simple, entertaining, and visually appealing look at our bodies""--Back cover.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Amazing Human Body,Sandra Markle,juvenile_literature,First published in 2002,/works/OL1957801W,/authors/OL234971A/Sandra_Markle,/images/icons/avatar_book-sm.png,Publish Date 2002|Publisher  Scholastic Inc.|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Beginnings,Penelope Farmer,juvenile_literature,First published in 1978,/works/OL19619506W,/authors/OL363984A/Penelope_Farmer,/images/icons/avatar_book-sm.png,Publish Date 1978|Publisher  Chatto & Windus|Language English|Pages 146,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
About Parrots: A Guide for Children,Cathryn P. Sill,juvenile_literature,First published in 2014,/works/OL19637242W?edition=ia%3Aaboutparrotsguid0000sill,/authors/OL231065A/Cathryn_P._Sill,//covers.openlibrary.org/b/olid/OL26857860M-M.jpg,"Publish Date Aug 01, 2014|Publisher  Peachtree Publishing Company|Pages 48",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Neptune,Michael D. Cole,juvenile_literature,First published in 2002,/works/OL19701093W?edition=ia%3Aneptuneeighthpla0000cole,/authors/OL32051A/Michael_D._Cole,//covers.openlibrary.org/b/olid/OL10936899M-M.jpg,Publish Date April 2002|Publisher  Enslow Publishers|Language English|Pages 48,"Explores the planet Neptune, including its atmosphere and composition, its early astronomical sightings, and its terrain.  This book explores the planet Neptune, including its atmosphere and composition, its early astronomical sightings, and its terrain.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Disney Baby My First Words,Disney Book Group,juvenile_literature,First published in 2014,/works/OL19650014W?edition=ia%3Amyfirstwords0000unse,/authors/OL7278029A/Disney_Book_Group,//covers.openlibrary.org/b/olid/OL26869780M-M.jpg,"Publish Date Sep 30, 2014|Publisher  Disney Press|Pages 24",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
What's in the Meadow?,Anne Hunter,juvenile_literature,First published in 2000,/works/OL1986971W,/authors/OL239092A/Anne_Hunter,//covers.openlibrary.org/b/olid/OL7603254M-M.jpg,"Publish Date August 28, 2000|Publisher  Houghton Mifflin|Language English|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Epidemics & plagues,Richard Walker undifferentiated,juvenile_literature,First published in 2006,/works/OL19926621W,/authors/OL2636849A/Richard_Walker_undifferentiated,//covers.openlibrary.org/b/olid/OL7987278M-M.jpg,"Publish Date November 15, 2006|Publisher  Kingfisher|Language English|Pages 64","""Explores the killer diseases that have terrified populations throughout history and around the world""--P. [4] of cover.  Using a mix of science and history, this book describes the great plagues and epidemics that have occurred throughout history, including the Black Death, smallpox, AIDS, and many others.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Fire Trucks (Pull Ahead Transportation),Judith Jango-Cohen,juvenile_literature,First published in 2002,/works/OL1988993W,/authors/OL239419A/Judith_Jango-Cohen,//covers.openlibrary.org/b/olid/OL9425149M-M.jpg,Publish Date September 2002|Publisher  Lerner Publishing Group|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Everything mythology,Blake A. Hoena,juvenile_literature,First published in 2014,/works/OL19980264W?edition=ia%3Aeverythingmythol0000hoen,/authors/OL1389189A/Blake_A._Hoena,//covers.openlibrary.org/b/olid/OL27160412M-M.jpg,Publish Date 2014|Language English|Pages 64,"Introduces children to the gods of ancient worlds, including Greek, Norse, Chinese, American Indian, African cultures, and more. Includes facts, colorful illustrations, quizzes, suggested activities, and an interactive glossary.  Photographs and text introduce classical mythology, including gods from Greek, Norse, Chinese, America Indian, and African cultures. The coauthor is Adrienne Mayor.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Monster trucks,Brian Howell,juvenile_literature,First published in 2014,/works/OL19980812W?edition=ia%3Amonstertruckstea0000howe,/authors/OL6857709A/Brian_Howell,//covers.openlibrary.org/b/olid/OL27160955M-M.jpg,Publish Date 2014|Publisher  Lerner Publishing Group|Language English|Pages 32,"Do you know what it's like to drive a truck that is as big as an elephant? Despite their giant size, monster trucks can pull off soaring jumps, flips, and other epic stunts. These trucks compete head-to-head to reveal the fastest and the most agile of them all. Events such as the Monster Jam World Finals keep the crowds on the edges of their seats.   Enter the Dirt and Destruction Sports Zone to learn about the history, mechanics, rules, and the trailblazing drivers connected to monster trucks. You'll learn:  - How race organizers create a track with plastic, plywood, and lots of dirt.  - What gear and strategies drivers use to protect themselves.  - Who pulled off some of the wildest moves in monster truck history.  - What it's like to crush a row of cars beneath a monster truck's enormous tires.   Are you into sports? Then get in the zone! Full-Color Photographs, Further Reading, Glossary, Index, Sidebars, Safety Tips, Table of Contents, Websites.  This book describes the history, mechanics, rules, and the trailblazing drivers connected to monster trucks.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Because I was a girl,Melissa De la Cruz,juvenile_literature,First published in 2017,/works/OL19720070W,/authors/OL7414430A/Melissa_De_la_Cruz,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Henry Holt & Company|Language English|Pages 241,"The collection includes writings from an impressive array of girls and women who are trailblazers in their fields, including bestselling authors Victoria Aveyard, Libba Bray, and Margaret Stohl; Hollywood heavy-hitters such as Quvenzhane Wallis; renowned chef Katie Button; aerospace and mechanical engineer Emily Calandrelli; and many more.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Global conflict,Louise Spilsbury,juvenile_literature,First published in 2018,/works/OL19743819W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Barron's Educational|Language English|Pages 32,"Help children explore topics like current affairs, compassion, empathy, and more with this sensitively written, beautifully illustrated book. Kids can find answers to questions like: ""What is global conflict?"" ""How does it affect people in countries all over the world?"" ""How can I help?.""   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Firefighter,Samantha Bell,juvenile_literature,First published in 2018,/works/OL19727638W,/authors/OL7529239A/Samantha_Bell,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Cherry Lake Publishing|Language English|Pages 24,Each book in the My Friendly Neighborhood series is written for the earliest readers and dedicated to describing a neighborhood worker. This book studies the responsibilities of firefighters. Simple sentence structure and word usage help children develop word recognition and reading skills. Includes a glossary and index.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Fraction frenzy,Rob Colson,juvenile_literature,First published in 2018,/works/OL19727639W,/authors/OL7155752A/Rob_Colson,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Children's Press|Language English|Pages 32,"How did the Egyptians write fractions? How do you make a snowflake out of triangles? How do banks keep our money safe? Learn all about fractions, factorials, combinations, and fractals--and how we use math to break the world into bits--all in the pages of this book.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
The Pacific Coast Highway,Benjamin Proudfit,juvenile_literature,First published in 2017,/works/OL19728174W,/authors/OL7529515A/Benjamin_Proudfit,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Gareth Stevens|Language English|Pages 24,"The Pacific Coast Highway, or PCH, has inspired five songs, two albums, and many people who travel its scenic length in California. Part of California Route 1, the Pacific Coast Highway is one of the most beautiful drives travelers can take in the United States, as much of it overlooks the Pacific Ocean. The full-color photographs of this route will transport readers to the West Coast as the main content describes the highway s history and trajectory. Tips for road trips along the PCH and cool destination ideas are included, in addition to fun fact boxes that give even more information. Black-and-White Photographs, Charts, Graphs, Tables, Detailed Table of Contents, Fact Boxes, Full-Color Photographs, Glossary, Graphic Organizers, Index, Maps, Further Information Section.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Garter Snakes (New Naturebooks),Mary Ann McDonald,juvenile_literature,First published in 2006,/works/OL1970499W,/authors/OL236751A/Mary_Ann_McDonald,//covers.openlibrary.org/b/olid/OL9489142M-M.jpg,"Publish Date August 11, 2006|Publisher  Child's World|Language English|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Cool Indy cars,Jon M. Fishman,juvenile_literature,First published in 2019,/works/OL19765105W,/authors/OL7308809A/Jon_M._Fishman,/images/icons/avatar_book-sm.png,Publish Date 2019|Publisher  LernerClassroom|Language English|Pages 24,"With exciting photos and information about Indy car parts, races, and the history of the Indianapolis 500, this title is sure to please fans of cars and auto sports!   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Carlos gets the sneezes,Judy Katschke,juvenile_literature,First published in 2018,/works/OL19736094W,/authors/OL34866A/Judy_Katschke,/images/icons/avatar_book-sm.png,"Publish Date 2018|Publisher  Scholastic, Incorporated|Language English|Pages 91","Seatbelts, everyone! The Magic School Bus is back and ready to ride again. Professor Frizzle's kid sister Fiona might be the new teacher at Walkerville Elementary, but she's got the same old motto: take chances, make mistakes, and get messy! Carlos desperately wants a classroom pet and he's got the perfect idea-- a rat! But when Carlos can't stop sneezing, the class has to figure out what's going on, so they head straight to the source--his body!   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Festivals and celebrations,Caryn Jenner,juvenile_literature,First published in 2017,/works/OL19720325W?edition=ia%3Afestivalscelebra0000jenn,/authors/OL31385A/Caryn_Jenner,//covers.openlibrary.org/b/olid/OL26933450M-M.jpg,Publish Date 2017|Language English|Pages 48,"Celebrate different holidays around the world, from Chinese New Year to Diwali, and from the Mexican Day of the Dead to American Thanksgiving.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Samurai!,Elsie Olson,juvenile_literature,First published in 2018,/works/OL19744607W,/authors/OL7536467A/Elsie_Olson,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  ABDO Publishing Company|Language English|Pages 32,"Samurai are known for their strict code of honor! This title discusses the origin of samurai, their historical development, famous samurai, key skills and traits, and details about weapons, training, and battles. Fast facts, maps, infographics, a glossary, timeline, index, and historical and color photos supplement easy-to-read text. Aligned to Common Core Standards and correlated to state standards. Checkerboard Library is an imprint of Abdo Publishing, a division of ABDO.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Komodo dragons: giant lizards of Indonesia,"Martin, James",juvenile_literature,First published in 1995,/works/OL1967104W?edition=ia%3Akomododragonsgia00mart,/authors/OL236228A/Martin_James,//covers.openlibrary.org/b/olid/OL1098133M-M.jpg,Publish Date 1995|Publisher  Capstone Press|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Great white sharks: the ocean's most deadly killers,"Martin, James",juvenile_literature,First published in 1995,/works/OL1967102W?edition=ia%3Agreatwhitesharks00mart,/authors/OL236228A/Martin_James,//covers.openlibrary.org/b/olid/OL1098137M-M.jpg,Publish Date 1995|Publisher  Capstone Press|Language English|Pages 47,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Weird insects,Michael Worek,juvenile_literature,First published in 2013,/works/OL19705450W?edition=ia%3Aweirdinsects0000wore,/authors/OL6583519A/Michael_Worek,//covers.openlibrary.org/b/olid/OL26918628M-M.jpg,Publish Date 2013|Language English|Pages 64,"Profiles some of the strangest insects in the world, including the shield bug, Japanese rhinoceros beetle, red velvet ant, and death's head caterpillar.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Costa Rica,Nelson Yomtov,juvenile_literature,First published in 2014,/works/OL19705614W?edition=ia%3Acostarica0000yomt,/authors/OL6575225A/Nelson_Yomtov,//covers.openlibrary.org/b/olid/OL26918791M-M.jpg,Publish Date 2014|Language English|Pages 144,"This book describes Costa Rica's geography, wildlife, history, government, economy, people, religion, culture, and lifestyle.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
"Big friend, little friend",Susan Sussman,juvenile_literature,First published in 1989,/works/OL1977614W?edition=ia%3Abigfriendlittlef0000suss,/authors/OL237734A/Susan_Sussman,//covers.openlibrary.org/b/olid/OL2184287M-M.jpg,Publish Date 1989|Publisher  Houghton Mifflin|Language English|Pages 30,"Describes organisms that live together in mutual dependence, such as the African buffalo and the red-billed oxpecker, the protozoan and the honeyguide, the sea anemone and the boxing crab, and the acacia bush and the ant.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Spring peepers,Judy Hawes,juvenile_literature,First published in 1975,/works/OL1978452W?edition=ia%3Aspringpeepers00hawe,/authors/OL237909A/Judy_Hawes,//covers.openlibrary.org/b/olid/OL5042564M-M.jpg,Publish Date 1975|Publisher  Crowell|Language English|Pages 33,"Describes the physical characteristics and habits of tree frogs, particularly the peeper whose song is a harbinger of spring.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
School buses on the go,Beth Bence Reinke,juvenile_literature,First published in 2018,/works/OL19762476W,/authors/OL7540246A/Beth_Bence_Reinke,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Lerner Publishing Group|Language English|Pages 24,"Carefully leveled text and fresh, vibrant photos engage young readers in learning about how school buses work. Age-appropriate critical thinking questions and a photo glossary help build nonfiction learning skills.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
A fearless leader,Rachel Spier Weaver,juvenile_literature,First published in 2018,/works/OL19762465W,/authors/OL7543986A/Rachel_Spier_Weaver,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Harvest House|Language English,"Learn the story of Deborah, an imaginative and perceptive young girl who grows up to be a natural leader, sharing God's will with His people and helping them solve difficult problems. With God's help, you can be just like Deborah called and courageous!   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Dump trucks haul!,Beth Bence Reinke,juvenile_literature,First published in 2018,/works/OL19752501W,/authors/OL7540246A/Beth_Bence_Reinke,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Lerner Publishing Group|Language English|Pages 24,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Seagulls,Ellen Lawrence,juvenile_literature,First published in 2018,/works/OL19752510W,/authors/OL7034962A/Ellen_Lawrence,/images/icons/avatar_book-sm.png,"Publish Date 2018|Publisher  Bearport Publishing Company, Incorporated|Language English|Pages 24","A little fishing boat is chugging toward the shore. It's being chased by a squawking flock of seagulls. The birds swoop down to the water to greedily grab the fish scraps thrown from the boat. When their fishy feast is over, the gulls fly back to the beach to continue feeding. Filled with information perfectly suited to the abilities and interests of its primary-grade audience, this colorful, fact-filled book gives readers a chance not only to learn all about seagulls and their seashore habitat, but also develop their powers of observation and critical thinking. Children will investigate, for example, how seagulls defend their territories and use vomit to keep their chicks safe from predators. Get ready for a fun and interesting day at the beach! Seagulls is part of Bearport's A Day at the Beach series.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Being a bee,Jinny Johnson,juvenile_literature,First published in 2018,/works/OL19752059W,/authors/OL6771006A/Jinny_Johnson,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Barron's Educational|Language English|Pages 32,"Discover the secret life of bees: from queens to the waggle dance, hives to honey, beekeeping, and why bees need our help to survive.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
My first words from A to Z,"Allen, Gary",juvenile_literature,First published in 1988,/works/OL1993373W,/authors/OL239921A/Allen_Gary,/images/icons/avatar_book-sm.png,Publish Date 1988|Publisher  Platt & Munk|Language English|Pages 32,Hundreds of labeled pictures of familiar objects are arranged in alphabetical order.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Komodo dragons,Jason Glaser,juvenile_literature,First published in 2006,/works/OL1982386W?edition=ia%3Akomododragons0000glas,/authors/OL238480A/Jason_Glaser,//covers.openlibrary.org/b/olid/OL3404659M-M.jpg,Publish Date 2006|Publisher  Capstone Press|Language English,"""A brief introduction to Komodo Dragons, discussing their characteristics, range, habitat, food, offspring, and dangers. Includes a range map, life cycle diagram, and amazing facts""--Provided by publisher.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Chicken Pox,Jason Glaser,juvenile_literature,First published in 2005,/works/OL1982369W?edition=ia%3Achickenpox0000glas,/authors/OL238480A/Jason_Glaser,//covers.openlibrary.org/b/olid/OL10603250M-M.jpg,"Publish Date July 15, 2005|Publisher  First Facts Books|Language English|Pages 24",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Head Lice,Jason Glaser,juvenile_literature,First published in 2005,/works/OL1982379W?edition=ia%3Aheadlice0000glas,/authors/OL238480A/Jason_Glaser,//covers.openlibrary.org/b/olid/OL9891066M-M.jpg,"Publish Date July 15, 2005|Publisher  Capstone Press|Language English|Pages 24",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Sea turtles,Jason Glaser,juvenile_literature,First published in 2006,/works/OL1982402W?edition=ia%3Aseaturtles0000glas,/authors/OL238480A/Jason_Glaser,//covers.openlibrary.org/b/olid/OL3405579M-M.jpg,Publish Date 2006|Publisher  Capstone Press|Language English,"""Learn about where sea turtles live, what they eat, how they produce young, and dangers to them""--Provided by publisher.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Horned lizards,Jason Glaser,juvenile_literature,First published in 2005,/works/OL1982380W,/authors/OL238480A/Jason_Glaser,//covers.openlibrary.org/b/olid/OL3406807M-M.jpg,Publish Date 2005|Publisher  Capstone Press|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Colds,Jason Glaser,juvenile_literature,First published in 2005,/works/OL1982370W?edition=ia%3Acolds0000glas,/authors/OL238480A/Jason_Glaser,//covers.openlibrary.org/b/olid/OL10603251M-M.jpg,"Publish Date July 15, 2005|Publisher  Capstone Press|Language English|Pages 24",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Gila monsters,Jason Glaser,juvenile_literature,First published in 2006,/works/OL1982377W?edition=ia%3Agilamonsters0000glas,/authors/OL238480A/Jason_Glaser,//covers.openlibrary.org/b/olid/OL3400851M-M.jpg,Publish Date 2006|Publisher  Capstone Press|Language English,"""A brief introduction to gila monsters, discussing their characteristics, range, habitat, food, reproduction, offspring, and dangers. Includes a range map, life cycle diagram, and amazing facts""--Provided by publisher.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
The Disney princess cookbook,Cindy A. Littlefield,juvenile_literature,First published in 2013,/works/OL19960951W,/authors/OL5080796A/Cindy_A._Littlefield,/images/icons/avatar_book-sm.png,Publish Date 2013|Language English|Pages 144,This edition doesn't have a description yet. Can you add one?,9 Want to read|0 Currently reading|0 Have read
Fly Guy presents space,Tedd Arnold,juvenile_literature,First published in 2013,/works/OL19970264W?edition=ia%3Aflyguypresentssp0000arno,/authors/OL29998A/Tedd_Arnold,//covers.openlibrary.org/b/olid/OL27150460M-M.jpg,Publish Date 2013|Language English|Pages 32,"During a visit to a space museum, Fly Guy and Buzz learn about space and the history of space exploration.   Read more Read less",5 Want to read|1 Currently reading|3 Have read
Inky's amazing escape,Sy Montgomery,juvenile_literature,First published in 2018,/works/OL19760853W,/authors/OL218131A/Sy_Montgomery,//covers.openlibrary.org/b/olid/OL26973862M-M.jpg,Publish Date 2018|Publisher  Simon & Schuster|Language English,"Learn all about Inky the Octopus, an international sensation known for escaping from the New Zealand aquarium in April 2016.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
The Kingfisher soccer encyclopedia,Clive Gifford,juvenile_literature,First published in 2018,/works/OL19741932W,/authors/OL23558A/Clive_Gifford,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Kingfisher|Language English|Pages 144,"The Kingfisher Soccer Encyclopedia captures the triumph and despair of pivotal moments in world soccer. Packed with pictures and profiles of the world's most skilful soccer players - old and new - from Beckham to Messi, Pele to Ronaldo, Rooney to Neymar. Over 40 of the best sides to have lit up the game are covered in detail, including the U.S's men's and women's teams, Brazil, Manchester United, Arsenal, and Spain.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Bird guide of North America,Jonathan Alderfer,juvenile_literature,First published in 2018,/works/OL19741916W,/authors/OL2783097A/Jonathan_Alderfer,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  National Geographic Society|Language English|Pages 208,"Features 150 North American birds, including 50 profiles and 100 mini-profiless.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Who was Selena?,Kate Bisantz,juvenile_literature,First published in 2018,/works/OL19761540W,/authors/OL7509422A/Kate_Bisantz,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Penguin Group (USA)|Language English|Pages 108,"Discover why Selena, the Queen of Tejano music, became one of the most celebrated Mexican-American entertainers of the twentieth century!   Read more Read less",1 Want to read|0 Currently reading|0 Have read
The hyena scientist,Sy Montgomery,juvenile_literature,First published in 2018,/works/OL19743212W,/authors/OL218131A/Sy_Montgomery,/images/icons/avatar_book-sm.png,Publish Date 2018|Language English|Pages 71,"""Travel to the African bush with Sibert medal winning team Sy Montgomery and Nic Bishop in this myth-busting new addition to the Scientists in the Field series as they join the internationally acclaimed woman researcher conducting one of the longest and most important studies of African mammals in the history of science.""--   Read more Read less",0 Want to read|0 Currently reading|0 Have read
What noises can you hear?,Hannah Reidy,juvenile_literature,First published in 1999,/works/OL1979756W?edition=ia%3Awhatnoisescanyou0000reid,/authors/OL238087A/Hannah_Reidy,//covers.openlibrary.org/b/olid/OL382339M-M.jpg,Publish Date 1999|Publisher  Zero to Ten|Language English,"Examines the sounds heard during the course of a day, from an alarm clock to the sounds of the kitchen, street, and playground, to an owl outside the window at night.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Let's count,Tana Hoban,juvenile_literature,First published in 1999,/works/OL1979779W?edition=ia%3Aletscount0000hoba,/authors/OL238088A/Tana_Hoban,//covers.openlibrary.org/b/olid/OL382353M-M.jpg,Publish Date 1999|Publisher  Greenwillow Books|Language English,Photographs and dots introduce the numbers one to one hundred.   Read more Read less,2 Want to read|0 Currently reading|0 Have read
Fire trucks on the go,Beth Bence Reinke,juvenile_literature,First published in 2018,/works/OL19762466W,/authors/OL7540246A/Beth_Bence_Reinke,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Lerner Publishing Group|Language English|Pages 24,"Carefully leveled text and fresh, vibrant photos engage young readers in learning about how fire trucks work. Age-appropriate critical thinking questions and a photo glossary help build nonfiction learning skills.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Energy (My First Look at: Science) (My First Look at: Science),Melissa Gish,juvenile_literature,First published in 2005,/works/OL1983403W,/authors/OL238614A/Melissa_Gish,//covers.openlibrary.org/b/olid/OL12289142M-M.jpg,"Publish Date July 30, 2005|Publisher  Creative Education|Language English|Pages 24",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Killer whales,Melissa Gish,juvenile_literature,First published in 2010,/works/OL1983409W?edition=ia%3Akillerwhales0000gish,/authors/OL238614A/Melissa_Gish,//covers.openlibrary.org/b/olid/OL23575664M-M.jpg,Publish Date 2010|Publisher  Creative Education|Language English,"""A look at killer whales, including their habitats, physical characteristics such as their unique coloration, behaviors, relationships with humans, and protected status in the world today""--Provided by publisher.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Classic starts,Diane Namm,juvenile_literature,First published in 2014,/works/OL19980804W?edition=ia%3Aromanmythsretold0000namm,/authors/OL579659A/Diane_Namm,//covers.openlibrary.org/b/olid/OL27160947M-M.jpg,"Publish Date 2014|Publisher  Sterling Publishing Co., Inc.|Language English|Pages 153","Several of the best-loved Roman myths are gathered in this one beautiful abridged collection, from Romulus and Remus (which tells how Rome came to be) to Cupid and Psyche, Oedipus and the Sphinx, and more. For easy reference, there's also a detailed list and family tree of all the important gods and goddesses right at the start.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
"Breakout! Escape from Alcatraz (Step Into Reading , No 4)",Lori Haskins,juvenile_literature,First published in 1996,/works/OL1981778W,/authors/OL238369A/Lori_Haskins,//covers.openlibrary.org/b/olid/OL7717678M-M.jpg,"Publish Date September 9, 1996|Publisher  Random House Books for Young Readers|Language English|Pages 48",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Saturn,Robin Kerrod,juvenile_literature,First published in 2000,/works/OL19477526W?edition=ia%3Asaturn0000kerr,/authors/OL21832A/Robin_Kerrod,//covers.openlibrary.org/b/olid/OL38289M-M.jpg,Publish Date 2000|Publisher  Lerner Publications Co.|Language English|Pages 32,"An introduction to the planet Saturn, with information about its atmosphere, rings, and moons.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Tricks of the trade for kids,Jerry Camarillo Dunn,juvenile_literature,First published in 1994,/works/OL19425455W,/authors/OL541331A/Jerry_Camarillo_Dunn,//covers.openlibrary.org/b/olid/OL1097601M-M.jpg,Publish Date 1994|Publisher  Houghton Mifflin|Language English|Pages 218,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Outdoor Games!,Lisa Regan,juvenile_literature,First published in 2011,/works/OL19357814W?edition=ia%3Aoutdoorgames0000rega,/authors/OL3149225A/Lisa_Regan,//covers.openlibrary.org/b/olid/OL26814159M-M.jpg,"Publish Date May 01, 2011|Publisher  QED Books",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
My Little Book of Animals (My Little Books),Roger Priddy,juvenile_literature,First published in 2018,/works/OL19352255W,/authors/OL531276A/Roger_Priddy,//covers.openlibrary.org/b/olid/OL26808860M-M.jpg,"Publish Date Apr 03, 2018|Publisher  Priddy Books|Pages 28",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
History News: The Roman News,Andrew Langley,juvenile_literature,First published in 2009,/works/OL19338313W?edition=ia%3Aromannews0000lang_f7z9,/authors/OL226113A/Andrew_Langley,//covers.openlibrary.org/b/olid/OL26795854M-M.jpg,"Publish Date Mar 10, 2009|Publisher  Candlewick|Pages 32",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
The Story of Silk: From Worm Spit to Woven Scarves (Traveling Photographer),Richard Sobol,juvenile_literature,First published in 2012,/works/OL19338311W,/authors/OL446404A/Richard_Sobol,//covers.openlibrary.org/b/olid/OL26795852M-M.jpg,"Publish Date Sep 25, 2012|Publisher  Candlewick|Pages 40",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Books! Books! Books! Explore the Amazing Collection of the British Library,Mick Manning,juvenile_literature,First published in 2017,/works/OL19338822W,/authors/OL27575A/Mick_Manning,//covers.openlibrary.org/b/olid/OL26796358M-M.jpg,"Publish Date Sep 05, 2017|Publisher  Candlewick|Pages 48",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
